Fiscal Year,Source File Date,Source File,Facility Name,City,State,AOR,Type Detailed,Avg Length of Stay (days),Male Crim,Male Non-Crim,Female Crim,Female Non-Crim,Total Detained Population,Last Inspection Type,Last Inspection End Date,Last Inspection Standard,Last Final Rating
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,STEWART DETENTION CENTER,LUMPKIN,GA,ATL,DIGSA,52,728,835,50,165,1778,ODO,2025-03-20,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,STEWART DETENTION CENTER,LUMPKIN,GA,ATL,DIGSA,52,737,876,49,166,1828,ODO,2025-03-20,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,STEWART DETENTION CENTER,LUMPKIN,GA,ATL,DIGSA,51,742,912,49,178,1881,ODO,2025-03-20,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,STEWART DETENTION CENTER,LUMPKIN,GA,ATL,DIGSA,52,746,923,51,184,1904,ODO,2025-03-20,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,STEWART DETENTION CENTER,LUMPKIN,GA,ATL,DIGSA,52,748,933,52,188,1921,ODO,2025-03-20,PBNDS 2011 - 2016 Revised,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,DEPARTMENT OF CORRECTIONS HAGATNA,HAGATNA,GU,SFR,USMS IGA,45,5,1,0,0,6,ORSA,2024-03-14,ORSA NDS 2019,Pending Final Rating
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,DEPARTMENT OF CORRECTIONS HAGATNA,HAGATNA,GU,SFR,USMS IGA,43,5,1,0,0,6,ORSA,2024-03-14,ORSA NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,DEPARTMENT OF CORRECTIONS HAGATNA,HAGATNA,GU,SFR,USMS IGA,39,4,3,0,0,7,ORSA,2024-03-14,ORSA NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,DEPARTMENT OF CORRECTIONS HAGATNA,HAGATNA,GU,SFR,USMS IGA,38,4,3,0,0,7,ORSA,2025-04-11,ORSA ,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,DEPARTMENT OF CORRECTIONS HAGATNA,HAGATNA,GU,SFR,USMS IGA,37,4,4,0,0,8,ORSA,2025-04-11,ORSA NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,HONOLULU FEDERAL DETENTION CENTER,HONOLULU,HI,SFR,BOP,45,17,10,1,4,32,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,HONOLULU FEDERAL DETENTION CENTER,HONOLULU,HI,SFR,BOP,41,18,12,1,4,35,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,HONOLULU FEDERAL DETENTION CENTER,HONOLULU,HI,SFR,BOP,43,21,16,1,5,43,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,HONOLULU FEDERAL DETENTION CENTER,HONOLULU,HI,SFR,BOP,43,21,18,1,6,46,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,HONOLULU FEDERAL DETENTION CENTER,HONOLULU,HI,SFR,BOP,43,21,20,1,6,48,,,,
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,HARDIN COUNTY JAIL,ELDORA,IA,SPM,IGSA,9,1,0,0,0,1,,,NDS 2019,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,HARDIN COUNTY JAIL,ELDORA,IA,SPM,IGSA,14,2,2,0,0,4,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,HARDIN COUNTY JAIL,ELDORA,IA,SPM,IGSA,18,3,3,0,1,7,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,HARDIN COUNTY JAIL,ELDORA,IA,SPM,IGSA,19,4,4,0,1,9,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,HARDIN COUNTY JAIL,ELDORA,IA,SPM,IGSA,17,5,4,0,1,10,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,LINN COUNTY JAIL,CEDAR RAPIDS,IA,SPM,USMS IGA,6,1,0,0,0,1,ODO,,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,LINN COUNTY JAIL,CEDAR RAPIDS,IA,SPM,USMS IGA,9,3,2,0,0,5,ODO,2023-09-28,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,LINN COUNTY JAIL,CEDAR RAPIDS,IA,SPM,USMS IGA,12,4,3,0,0,7,ODO,,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,LINN COUNTY JAIL,CEDAR RAPIDS,IA,SPM,USMS IGA,16,5,4,0,0,9,ODO,,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,MUSCATINE COUNTY JAIL,MUSCATINE,IA,SPM,USMS IGA,12,2,1,0,0,3,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,MUSCATINE COUNTY JAIL,MUSCATINE,IA,SPM,USMS IGA,14,3,2,0,0,5,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,MUSCATINE COUNTY JAIL,MUSCATINE,IA,SPM,USMS IGA,17,5,4,0,1,10,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,MUSCATINE COUNTY JAIL,MUSCATINE,IA,SPM,USMS IGA,17,5,4,0,1,10,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,MUSCATINE COUNTY JAIL,MUSCATINE,IA,SPM,USMS IGA,17,6,5,0,1,12,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,POLK COUNTY JAIL,DES MOINES,IA,SPM,USMS IGA,88,27,0,0,0,27,ODO,2024-08-01,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,POLK COUNTY JAIL,DES MOINES,IA,SPM,USMS IGA,88,25,1,0,1,27,ODO,2024-08-01,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,POLK COUNTY JAIL,DES MOINES,IA,SPM,USMS IGA,88,26,1,0,1,28,ODO,2024-08-01,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,POLK COUNTY JAIL,DES MOINES,IA,SPM,USMS IGA,88,29,3,0,0,32,ODO,2025-02-16,NDS 2019,Pending Final Report
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,POLK COUNTY JAIL,DES MOINES,IA,SPM,USMS IGA,88,30,5,0,0,35,ODO,2025-02-16,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,POLK COUNTY JAIL,DES MOINES,IA,SPM,USMS IGA,88,31,5,0,0,36,ODO,2025-02-16,NDS 2019,Fail
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,POLK COUNTY JAIL,DES MOINES,IA,SPM,USMS IGA,35,33,7,0,0,40,ODO,2025-02-16,NDS 2019,Fail
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,POLK COUNTY JAIL,DES MOINES,IA,SPM,USMS IGA,32,32,7,0,0,39,ODO,2025-02-16,NDS 2019,Fail
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,POLK COUNTY JAIL,DES MOINES,IA,SPM,USMS IGA,29,31,10,0,0,41,ODO,2025-02-06,NDS 2019,Fail
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,POLK COUNTY JAIL,DES MOINES,IA,SPM,USMS IGA,27,31,11,0,1,43,ODO,2025-02-06,NDS 2019,Fail
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,POLK COUNTY JAIL,DES MOINES,IA,SPM,USMS IGA,27,31,11,1,1,44,ODO,2025-02-06,NDS 2019,Fail
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,SPM,USMS IGA,52,30,1,0,0,31,ODO,2024-10-24,NDS 2019,Pending Final Report
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,SPM,USMS IGA,52,29,1,0,0,30,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,SPM,USMS IGA,52,30,1,0,0,31,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,SPM,USMS IGA,52,31,2,0,0,33,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,SPM,USMS IGA,52,31,3,0,0,34,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,SPM,USMS IGA,52,30,3,0,1,34,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,SPM,USMS IGA,21,30,4,0,1,35,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,SPM,USMS IGA,22,30,4,0,1,35,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,SPM,USMS IGA,23,30,5,1,1,37,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,SPM,USMS IGA,22,29,5,1,1,36,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,SPM,USMS IGA,22,30,6,1,1,38,ODO,2024-10-24,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,WOODBURY COUNTY JAIL,SIOUX CITY,IA,SPM,USMS IGA,8,5,1,0,0,6,ORSA,2024-03-26,ORSA NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,WOODBURY COUNTY JAIL,SIOUX CITY,IA,SPM,USMS IGA,11,6,2,0,0,8,ORSA,2024-03-26,ORSA NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,WOODBURY COUNTY JAIL,SIOUX CITY,IA,SPM,USMS IGA,15,10,7,0,1,18,ORSA,2024-03-26,ORSA NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,WOODBURY COUNTY JAIL,SIOUX CITY,IA,SPM,USMS IGA,18,13,10,0,2,25,ORSA,2025-06-26,OASIP ,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,WOODBURY COUNTY JAIL,SIOUX CITY,IA,SPM,USMS IGA,22,15,12,0,2,29,ORSA,2024-03-26,ORSA NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,ELMORE COUNTY JAIL,MOUNTAIN HOME,ID,SLC,USMS IGA,3,1,0,0,0,1,ODO,2025-08-20,NDS 2000,Fail
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,ELMORE COUNTY JAIL,MOUNTAIN HOME,ID,SLC,USMS IGA,3,1,0,0,0,1,ODO,2025-08-20,FPBDS,Pending Final Report
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,JEFFERSON COUNTY JAIL,RIGBY,ID,SLC,IGSA,2,1,0,0,0,1,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,JEFFERSON COUNTY JAIL,RIGBY,ID,SLC,IGSA,2,1,0,0,0,1,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,JEFFERSON COUNTY JAIL,RIGBY,ID,SLC,IGSA,2,2,0,0,0,2,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,JEFFERSON COUNTY JAIL,RIGBY,ID,SLC,IGSA,2,2,1,0,0,3,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,JEFFERSON COUNTY JAIL,RIGBY,ID,SLC,IGSA,2,3,1,0,0,4,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,JEFFERSON COUNTY JAIL,RIGBY,ID,SLC,IGSA,3,3,1,0,0,4,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,JEFFERSON COUNTY JAIL,RIGBY,ID,SLC,IGSA,3,3,1,0,0,4,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,JEFFERSON COUNTY JAIL,RIGBY,ID,SLC,IGSA,3,4,1,0,0,5,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,JEFFERSON COUNTY JAIL,RIGBY,ID,SLC,IGSA,3,4,1,0,0,5,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,JEFFERSON COUNTY JAIL,RIGBY,ID,SLC,IGSA,3,4,1,0,0,5,ODO,2024-07-18,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,CLARK COUNTY JAIL (IN),JEFFERSONVILLE,IN,CHI,USMS IGA,11,1,1,2,5,9,,,FPBDS,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,CLARK COUNTY JAIL (IN),JEFFERSONVILLE,IN,CHI,USMS IGA,19,2,4,4,9,19,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,CLARK COUNTY JAIL (IN),JEFFERSONVILLE,IN,CHI,USMS IGA,29,3,6,6,11,26,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,CLARK COUNTY JAIL (IN),JEFFERSONVILLE,IN,CHI,USMS IGA,30,3,7,7,13,30,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,CLARK COUNTY JAIL (IN),JEFFERSONVILLE,IN,CHI,USMS IGA,32,3,7,8,16,34,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,CLAY COUNTY JUSTICE CENTER,BRAZIL,IN,CHI,USMS IGA,19,123,74,6,3,206,ODO,2024-06-27,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,CLAY COUNTY JUSTICE CENTER,BRAZIL,IN,CHI,USMS IGA,19,132,82,7,5,226,ODO,2024-06-27,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,CLAY COUNTY JUSTICE CENTER,BRAZIL,IN,CHI,USMS IGA,19,135,81,7,5,228,ODO,2024-06-27,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,CLAY COUNTY JUSTICE CENTER,BRAZIL,IN,CHI,USMS IGA,19,137,77,8,6,228,ODO,2024-06-27,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,CLAY COUNTY JUSTICE CENTER,BRAZIL,IN,CHI,USMS IGA,19,138,85,8,7,238,ODO,2024-06-27,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,CLAY COUNTY JUSTICE CENTER,BRAZIL,IN,CHI,USMS IGA,19,137,90,8,7,242,ODO,2024-06-27,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,CLAY COUNTY JUSTICE CENTER,BRAZIL,IN,CHI,USMS IGA,19,136,96,8,6,246,ODO,2024-06-27,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,CLAY COUNTY JUSTICE CENTER,BRAZIL,IN,CHI,USMS IGA,19,137,102,8,7,254,ODO,2024-06-27,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,CLAY COUNTY JUSTICE CENTER,BRAZIL,IN,CHI,USMS IGA,18,135,105,8,6,254,ODO,2024-01-11,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,CLAY COUNTY JUSTICE CENTER,BRAZIL,IN,CHI,USMS IGA,17,135,108,7,6,256,ODO,2024-06-27,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,CLAY COUNTY JUSTICE CENTER,BRAZIL,IN,CHI,USMS IGA,16,135,110,7,6,258,ODO,2024-06-27,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,CLINTON COUNTY JAIL,FRANKFORT,IN,CHI,USMS IGA,5,0,1,0,0,1,ODO,,NDS 2019,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,CLINTON COUNTY JAIL,FRANKFORT,IN,CHI,USMS IGA,10,2,2,0,1,5,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,CLINTON COUNTY JAIL,FRANKFORT,IN,CHI,USMS IGA,16,3,3,0,1,7,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,CLINTON COUNTY JAIL,FRANKFORT,IN,CHI,USMS IGA,24,3,4,0,1,8,,,,
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,MARION COUNTY JAIL,INDIANAPOLIS,IN,CHI,USMS IGA,9,13,14,0,0,27,ORSA,,ORSA NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,MARION COUNTY JAIL,INDIANAPOLIS,IN,CHI,USMS IGA,13,17,18,0,0,35,ORSA,,ORSA NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,MARION COUNTY JAIL,INDIANAPOLIS,IN,CHI,USMS IGA,15,22,23,0,0,45,ORSA,2023-12-31,ORSA NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,MARION COUNTY JAIL,INDIANAPOLIS,IN,CHI,USMS IGA,17,23,27,0,0,50,ORSA,,ORSA ,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,MARION COUNTY JAIL,INDIANAPOLIS,IN,CHI,USMS IGA,19,24,29,0,0,53,ORSA,,ORSA NDS 2019,Pass
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,CHASE COUNTY JAIL,COTTONWOOD FALL,KS,CHI,IGSA,54,43,23,6,3,75,ODO,2024-08-22,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,CHASE COUNTY JAIL,COTTONWOOD FALL,KS,CHI,IGSA,54,47,24,6,2,79,ODO,2024-08-22,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,CHASE COUNTY JAIL,COTTONWOOD FALL,KS,CHI,IGSA,54,45,26,5,2,78,ODO,2024-08-22,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,CHASE COUNTY JAIL,COTTONWOOD FALL,KS,CHI,IGSA,54,47,28,5,3,83,ODO,2024-08-22,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,CHASE COUNTY JAIL,COTTONWOOD FALL,KS,CHI,IGSA,54,48,33,5,3,89,ODO,2024-08-22,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,CHASE COUNTY JAIL,COTTONWOOD FALL,KS,CHI,IGSA,54,49,34,5,3,91,ODO,2025-03-13,NDS 2019,Pending Final Report
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,CHASE COUNTY JAIL,COTTONWOOD FALL,KS,CHI,IGSA,24,51,38,5,4,98,ODO,2025-03-13,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,CHASE COUNTY JAIL,COTTONWOOD FALL,KS,CHI,IGSA,23,52,40,4,4,100,ODO,2025-03-13,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,CHASE COUNTY JAIL,COTTONWOOD FALL,KS,CHI,IGSA,21,52,44,4,5,105,ODO,2025-03-13,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,CHASE COUNTY JAIL,COTTONWOOD FALL,KS,CHI,IGSA,22,54,44,4,5,107,ODO,2025-03-13,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,CHASE COUNTY JAIL,COTTONWOOD FALL,KS,CHI,IGSA,22,54,44,4,5,107,ODO,2025-03-13,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,FINNEY COUNTY JAIL,GARDEN CITY,KS,CHI,IGSA,2,0,1,0,0,1,ORSA,2024-01-26,ORSA NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,FINNEY COUNTY JAIL,GARDEN CITY,KS,CHI,IGSA,2,0,1,0,0,1,ORSA,2024-01-26,ORSA NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,LEAVENWORTH US PENITENTIARY,LEAVENWORTH,KS,CHI,BOP,20,16,10,0,0,26,,,,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,LEAVENWORTH US PENITENTIARY,LEAVENWORTH,KS,CHI,BOP,23,19,12,0,0,31,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,LEAVENWORTH US PENITENTIARY,LEAVENWORTH,KS,CHI,BOP,26,23,12,0,0,35,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,LEAVENWORTH US PENITENTIARY,LEAVENWORTH,KS,CHI,BOP,28,25,13,0,0,38,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,LEAVENWORTH US PENITENTIARY,LEAVENWORTH,KS,CHI,BOP,30,28,13,0,0,41,,,,
FY25,2024-11-21,FY25_detentionStats11212024.xlsx,BOONE COUNTY JAIL,BURLINGTON,KY,CHI,USMS IGA,86,94,20,4,2,120,ODO,2024-05-16,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,BOONE COUNTY JAIL,BURLINGTON,KY,CHI,USMS IGA,86,94,29,4,2,129,ODO,2024-11-21,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,BOONE COUNTY JAIL,BURLINGTON,KY,CHI,USMS IGA,86,94,29,5,1,129,ODO,2024-11-21,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,BOONE COUNTY JAIL,BURLINGTON,KY,CHI,USMS IGA,86,98,30,4,1,133,ODO,2024-11-21,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,BOONE COUNTY JAIL,BURLINGTON,KY,CHI,USMS IGA,86,102,34,4,1,141,ODO,2024-11-21,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,BOONE COUNTY JAIL,BURLINGTON,KY,CHI,USMS IGA,86,104,35,4,1,144,ODO,2024-11-21,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,BOONE COUNTY JAIL,BURLINGTON,KY,CHI,USMS IGA,40,109,35,4,1,149,ODO,2024-11-21,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,BOONE COUNTY JAIL,BURLINGTON,KY,CHI,USMS IGA,39,111,39,4,1,155,ODO,2024-11-21,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,BOONE COUNTY JAIL,BURLINGTON,KY,CHI,USMS IGA,38,113,44,4,1,162,ODO,2024-11-21,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,BOONE COUNTY JAIL,BURLINGTON,KY,CHI,USMS IGA,38,115,47,4,1,167,ODO,2024-11-21,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,BOONE COUNTY JAIL,BURLINGTON,KY,CHI,USMS IGA,39,115,49,4,1,169,ODO,2024-11-21,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,BOURBON CO DET CENTER,PARIS,KY,CHI,USMS IGA,5,1,1,0,0,2,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,BOURBON CO DET CENTER,PARIS,KY,CHI,IGSA,5,1,1,0,0,2,,,,
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,CAMPBELL CO DET CTR,NEWPORT,KY,CHI,USMS IGA,18,5,7,0,0,12,,,FPBDS,
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,CAMPBELL CO DET CTR,NEWPORT,KY,CHI,USMS IGA,23,7,9,0,2,18,,,,
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,CAMPBELL CO DET CTR,NEWPORT,KY,CHI,USMS IGA,25,14,16,0,4,34,,,,
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,CAMPBELL CO DET CTR,NEWPORT,KY,CHI,USMS IGA,32,17,22,1,5,45,,,,
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,CAMPBELL CO DET CTR,NEWPORT,KY,CHI,USMS IGA,35,19,27,1,5,52,,,,
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,FAYETTE COUNTY DETENTION CENTER,LEXINGTON,KY,CHI,USMS IGA,1,1,0,0,0,1,ODO,2024-09-12,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,FAYETTE COUNTY DETENTION CENTER,LEXINGTON,KY,CHI,USMS IGA,1,1,0,0,0,1,ODO,2024-09-12,NDS 2019,Pass
FY25,2025-06-20,FY25_detentionStats06202025.xlsx,FAYETTE COUNTY DETENTION CENTER,LEXINGTON,KY,CHI,USMS IGA,2,1,1,0,0,2,ODO,2024-09-12,NDS 2019,Pass
FY25,2025-07-31,FY25_detentionStats07312025.xlsx,FAYETTE COUNTY DETENTION CENTER,LEXINGTON,KY,CHI,USMS IGA,2,1,1,0,0,2,ODO,2024-09-12,NDS 2019,Pass
FY25,2025-08-29,FY25_detentionStats08292025.xlsx,FAYETTE COUNTY DETENTION CENTER,LEXINGTON,KY,CHI,USMS IGA,2,1,1,0,0,2,ODO,2024-09-12,NDS 2019,Pass
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,FAYETTE COUNTY DETENTION CENTER,LEXINGTON,KY,CHI,USMS IGA,2,1,1,0,0,2,ODO,2024-09-12,NDS 2019,Pass
FY25,2024-12-18,FY25_detentionStats12182024.xlsx,GRAYSON COUNTY JAIL,LEITCHFIELD,KY,CHI,USMS IGA,2,1,1,0,0,2,ODO,2024-08-22,NDS 2019,Pass
FY25,2025-01-16,FY25_detentionStats01162025.xlsx,GRAYSON COUNTY JAIL,LEITCHFIELD,KY,CHI,USMS IGA,2,1,1,0,0,2,ODO,2024-08-22,NDS 2019,Pass
FY25,2025-02-27,FY25_detentionStats02272025.xlsx,GRAYSON COUNTY JAIL,LEITCHFIELD,KY,CHI,USMS IGA,2,1,0,1,2,4,ODO,2024-08-22,NDS 2019,Pass
FY25,2025-03-26,FY25_detentionStats03262025.xlsx,GRAYSON COUNTY JAIL,LEITCHFIELD,KY,CHI,USMS IGA,2,2,1,4,6,13,ODO,2024-08-22,NDS 2019,Pass
FY25,2025-04-16,FY25_detentionStats04162025.xlsx,GRAYSON COUNTY JAIL,LEITCHFIELD,KY,CHI,USMS IGA,2,2,2,6,8,18,ODO,2024-08-22,NDS 2019,Pass
FY25,2025-05-23,FY25_detentionStats05232025.xlsx,GRAYSON COUNTY JAIL,LEITCHFIELD,KY,CHI,USMS IGA,8,4,2,11,14,31,ODO,2024-08-22,NDS 2019,Pass
