Fiscal Year,Source File Date,Source File,Sheet Used,Release Reason,Criminality,Month,Count,IsSheetTotal,Level,ParentReason
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,Jan,1684,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,Jan,5253,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,Jan,94,False,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,Jan,37,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,Jan,10,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,Jan,47,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,Jan,633,False,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,Jan,409,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Jan,170,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Jan,54,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Jan,69,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Jan,19,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Jan,6,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Jan,44,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Jan,4,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Jan,0,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,Jan,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,Jan,3,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Feb,17330,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Feb,803,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Feb,187,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Feb,277,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Feb,339,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,Feb,80,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,Feb,16,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,Feb,28,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,Feb,36,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,Feb,723,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,Feb,171,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,Feb,249,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,Feb,303,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,Feb,326,False,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,Feb,55,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,Feb,98,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,Feb,173,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,Feb,108,False,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,Feb,38,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,Feb,24,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,Feb,46,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,Feb,559,False,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,Feb,12,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,Feb,7,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,Feb,540,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,Feb,55,False,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,Feb,28,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,Feb,13,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,Feb,14,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,Feb,14314,False,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,Feb,6300,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,Feb,2400,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,Feb,5614,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,Feb,85,False,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,Feb,28,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,Feb,8,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,Feb,49,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,Feb,979,False,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,Feb,622,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Feb,267,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Feb,90,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Feb,99,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Feb,52,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Feb,21,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Feb,26,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Feb,2,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Feb,0,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,Feb,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,Feb,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Mar,19363,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Mar,1791,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Mar,349,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Mar,531,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Mar,911,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Total,Mar,50,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Convicted Criminal,Mar,9,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Pending Criminal Charges,Mar,16,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by ICE,Other Immigration Violator,Mar,25,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Total,Mar,1741,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Convicted Criminal,Mar,340,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Pending Criminal Charges,Mar,515,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bond Set by IJ,Other Immigration Violator,Mar,886,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Total,Mar,99,False,Reason Total,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Convicted Criminal,Mar,16,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Pending Criminal Charges,Mar,38,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Recognizance,Other Immigration Violator,Mar,45,False,Criminality Detail,Order of Recognizance
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Total,Mar,62,False,Reason Total,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Convicted Criminal,Mar,17,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Pending Criminal Charges,Mar,8,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Order of Supervision,Other Immigration Violator,Mar,37,False,Criminality Detail,Order of Supervision
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Total,Mar,46,False,Reason Total,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Convicted Criminal,Mar,3,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Pending Criminal Charges,Mar,5,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Paroled,Other Immigration Violator,Mar,38,False,Criminality Detail,Paroled
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Total,Mar,65,False,Reason Total,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Convicted Criminal,Mar,38,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Pending Criminal Charges,Mar,13,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Proceedings Terminated,Other Immigration Violator,Mar,14,False,Criminality Detail,Proceedings Terminated
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Total,Mar,15916,False,Reason Total,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Convicted Criminal,Mar,7292,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Pending Criminal Charges,Mar,3718,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Release to Remove,Other Immigration Violator,Mar,4906,False,Criminality Detail,Release to Remove
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Total,Mar,102,False,Reason Total,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Convicted Criminal,Mar,28,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Pending Criminal Charges,Mar,7,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Relief Granted by IJ,Other Immigration Violator,Mar,67,False,Criminality Detail,Relief Granted by IJ
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Total,Mar,1161,False,Reason Total,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Convicted Criminal,Mar,699,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Pending Criminal Charges,Mar,377,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transfer to U.S. Marshals or other agency,Other Immigration Violator,Mar,85,False,Criminality Detail,Transfer to U.S. Marshals or other agency
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Total,Mar,113,False,Reason Total,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Convicted Criminal,Mar,36,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Pending Criminal Charges,Mar,41,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Transferred,Other Immigration Violator,Mar,36,False,Criminality Detail,Transferred
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Total,Mar,8,False,Reason Total,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Convicted Criminal,Mar,5,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Pending Criminal Charges,Mar,2,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Other,Other Immigration Violator,Mar,1,False,Criminality Detail,Other
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Total,None,Apr,21115,False,Criminality Detail,Total
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Total,Apr,2512,False,Reason Total,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Convicted Criminal,Apr,517,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Pending Criminal Charges,Apr,806,False,Criminality Detail,Bonded Out
FY25,2025-09-25,FY25_detentionStats09252025.xlsx,Detention FY25,Bonded Out,Other Immigration Violator,Apr,1189,False,Criminality Detail,Bonded Out
